1_PB PB,1_PB PP,2_PB PB,2_PB PP,3 PB,3 PP,3_PB PB,3_PB PP,4 PB,4 PP,4_PB PB,4_PB PP,5 PB,5 PP,5_PB PB,5_PB PP,PB_Only PB,PB_Only PP,date,pb_winners,pp_winners,state_abbr,states,total_winners
15409,4461,2634,814,4325,1161,180,50,68,25,2,0,0,1,0,--,26984,7559,9/16/2015,49602,14071,FL,Florida,63673
5590,702,1002,120,1541,172,54,10,34,1,2,0,0,0,0,--,10031,1208,9/16/2015,18254,2213,GA,Georgia,20467
1319,304,250,58,373,97,9,4,7,2,0,0,0,0,0,--,2313,581,9/16/2015,4271,1046,ID,Idaho,5317
5803,946,1000,192,1643,265,61,13,43,5,1,0,0,0,0,--,10901,1776,9/16/2015,19452,3197,IL,Illinois,22649
3369,771,558,133,1027,212,29,7,17,3,1,0,0,0,0,--,6221,1308,9/16/2015,11222,2434,IN,Indiana,13656
1874,697,332,112,572,197,21,12,10,2,0,0,0,0,0,--,3322,1158,9/16/2015,6131,2178,IA,Iowa,8309
1719,215,299,43,536,60,19,4,5,2,0,0,0,0,0,--,3166,395,9/16/2015,5744,719,KS,Kansas,6463
2866,444,498,81,906,152,17,5,13,4,1,0,1,0,0,--,5484,784,9/16/2015,9786,1470,KY,Kentucky,11256
3027,903,480,153,898,236,32,9,11,2,0,0,0,0,0,--,5610,1510,9/16/2015,10058,2813,LA,Louisiana,12871
458,387,85,68,149,124,4,3,3,2,0,0,0,0,0,--,869,655,9/16/2015,1568,1239,ME,Maine,2807
4351,636,692,118,1178,196,45,3,25,3,0,0,0,0,0,--,7551,1090,9/16/2015,13842,2046,MD,Maryland,15888
5837,677,935,146,1680,186,58,4,23,3,0,1,0,0,0,--,10451,1082,9/16/2015,18984,2099,MA,Massachusetts,21083
5299,618,840,128,1510,165,59,8,29,4,2,0,0,0,0,--,9986,1060,9/16/2015,17725,1983,MI,Michigan,19708
3225,270,469,50,954,66,33,1,20,0,0,0,1,0,0,--,5974,424,9/16/2015,10676,811,MN,Minnesota,11487
4716,397,746,63,1385,94,51,1,20,3,0,0,0,0,0,--,8771,626,9/16/2015,15689,1184,MO,Missouri,16873
380,170,71,25,125,50,2,3,5,2,0,0,0,0,0,--,752,358,9/16/2015,1335,608,MT,Montana,1943
1639,310,290,40,492,80,14,2,9,1,0,0,0,0,0,--,3035,456,9/16/2015,5479,889,NE,Nebraska,6368
1293,232,203,29,417,69,16,3,10,3,0,0,0,0,0,--,2355,417,9/16/2015,4294,753,NH,New Hampshire,5047
8729,961,1464,204,2632,283,78,12,53,6,5,0,0,0,0,--,16307,1600,9/16/2015,29268,3066,NJ,New Jersey,32334
1034,351,190,51,299,88,11,3,6,0,0,0,0,0,0,--,1897,609,9/16/2015,3437,1102,NM,New Mexico,4539
15561,1276,2671,240,4476,323,152,16,83,6,4,2,0,0,0,--,27784,2148,9/16/2015,50731,4011,NY,New York,54742
5702,2020,984,351,1626,548,67,27,25,7,2,0,0,0,0,--,10307,3504,9/16/2015,18713,6457,NC,North Carolina,25170
323,352,54,62,105,90,2,4,6,0,1,0,0,0,0,--,589,604,9/16/2015,1080,1112,ND,North Dakota,2192
4758,1317,776,210,1344,358,61,16,28,2,0,1,0,0,0,--,8930,2178,9/16/2015,15897,4082,OH,Ohio,19979
1202,1057,181,177,342,279,11,10,6,5,0,0,0,0,0,--,2263,1814,9/16/2015,4005,3342,OK,Oklahoma,7347
1778,462,267,82,503,136,18,6,10,3,2,0,0,0,0,--,3306,834,9/16/2015,5884,1523,OR,Oregon,7407
9797,2827,1712,462,3037,878,87,31,43,16,0,0,0,0,0,--,17810,4835,9/16/2015,32486,9049,PA,Pennsylvania,41535
755,4701,130,841,230,1393,4,54,4,32,0,0,0,0,0,--,1417,8473,9/16/2015,2540,15494,PR,Puerto Rico,18034
1116,317,191,67,366,90,8,3,7,0,0,1,0,0,0,--,2011,540,9/16/2015,3699,1018,RI,Rhode Island,4717
2288,1621,404,304,583,438,18,14,10,10,1,0,0,0,0,--,4115,2824,9/16/2015,7419,5211,SC,South Carolina,12630
515,148,94,20,150,49,4,1,5,0,0,0,0,0,0,--,889,292,9/16/2015,1657,510,SD,South Dakota,2167
3105,1342,537,257,922,376,30,15,17,9,0,0,0,0,0,--,5626,2383,9/16/2015,10237,4382,TN,Tennessee,14619
9100,3402,1509,596,2592,884,85,39,51,14,1,2,0,0,0,--,16972,6093,9/16/2015,30310,11030,TX,Texas,41340
242,162,39,15,63,36,3,1,0,0,0,0,0,0,0,--,453,275,9/16/2015,800,489,VT,Vermont,1289
57,80,12,19,10,16,0,0,0,1,0,0,0,0,0,--,76,125,9/16/2015,155,241,VI,Virgin Islands,396
4357,890,715,147,1219,240,34,8,24,3,2,0,0,0,0,--,7887,1594,9/16/2015,14238,2882,VA,Virginia,17120
2448,346,417,58,778,106,23,6,15,2,1,0,0,0,0,--,4677,650,9/16/2015,8359,1168,WA,Washington,9527
1420,270,254,51,457,67,16,3,10,2,0,0,0,0,0,--,2815,496,9/16/2015,4972,889,WV,West Virginia,5861
3152,597,540,108,1006,164,39,6,11,2,0,1,0,0,0,--,5916,1006,9/16/2015,10664,1884,WI,Wisconsin,12548
242,145,42,28,73,25,1,3,2,1,0,0,0,0,0,--,521,318,9/16/2015,881,520,WY,Wyoming,1401
3613,429,647,68,1286,138,34,3,26,2,0,0,0,0,0,--,6775,787,9/12/2015,12381,1427,AZ,Arizona,13808
538,396,86,55,175,135,8,4,3,3,0,0,0,0,0,--,1048,709,9/12/2015,1858,1302,AR,Arkansas,3160
17438,0,2881,0,5703,0,165,0,120,0,3,0,2,0,0,--,33372,0,9/12/2015,59684,0,CA,California,59684
1543,1244,248,199,543,426,16,2,9,9,0,0,0,0,0,--,3045,2391,9/12/2015,5404,4271,CO,Colorado,9675
2033,881,369,162,747,308,22,15,9,3,0,0,0,0,0,--,3877,1542,9/12/2015,7057,2911,CT,Connecticut,9968
834,121,127,25,281,44,6,1,5,0,0,0,0,0,0,--,1555,233,9/12/2015,2808,424,DE,Delaware,3232
358,48,69,14,112,31,3,0,2,0,0,0,0,0,0,--,678,110,9/12/2015,1222,203,DC,Dist. of Columbia,1425
12704,3334,2108,595,4312,1168,133,28,81,21,0,1,0,0,0,--,23679,6255,9/12/2015,43017,11402,FL,Florida,54419
4320,503,661,65,1512,172,41,6,33,2,2,0,0,0,0,--,8178,861,9/12/2015,14747,1609,GA,Georgia,16356
999,207,167,49,353,90,5,3,3,2,0,0,0,0,0,--,1838,427,9/12/2015,3365,778,ID,Idaho,4143
4391,683,758,133,1546,226,51,6,30,7,1,0,0,0,0,--,8549,1256,9/12/2015,15326,2311,IL,Illinois,17637
3279,605,517,109,1040,230,43,7,24,1,1,0,0,0,0,--,5971,1187,9/12/2015,10875,2139,IN,Indiana,13014
1614,514,263,88,544,207,7,5,15,2,0,0,0,0,0,--,3007,982,9/12/2015,5450,1798,IA,Iowa,7248
1372,169,231,29,536,62,12,3,3,1,0,0,0,0,0,--,2665,331,9/12/2015,4819,595,KS,Kansas,5414
2652,338,433,59,902,158,32,4,15,1,0,0,0,0,0,--,4907,638,9/12/2015,8941,1198,KY,Kentucky,10139
2682,690,433,142,923,263,24,11,23,6,0,0,0,0,0,--,5053,1305,9/12/2015,9138,2417,LA,Louisiana,11555
399,336,94,69,155,137,7,4,6,3,0,0,0,0,0,--,805,607,9/12/2015,1466,1156,ME,Maine,2622
3216,458,582,82,1084,164,37,3,16,6,0,0,0,0,0,--,6297,890,9/12/2015,11232,1603,MD,Maryland,12835
4378,455,766,72,1541,169,42,7,23,3,1,0,0,0,0,--,7986,767,9/12/2015,14737,1473,MA,Massachusetts,16210
4308,457,666,80,1446,155,31,7,23,2,0,0,0,0,0,--,8057,830,9/12/2015,14531,1531,MI,Michigan,16062
2741,206,441,37,876,78,29,0,13,2,0,0,0,0,0,--,5072,383,9/12/2015,9172,706,MN,Minnesota,9878
3810,297,629,42,1346,99,28,7,21,0,1,0,0,0,0,--,7260,557,9/12/2015,13095,1002,MO,Missouri,14097
288,160,46,31,118,63,4,0,3,0,0,0,0,0,0,--,534,306,9/12/2015,993,560,MT,Montana,1553
1370,226,256,42,439,87,17,3,11,1,0,0,0,0,0,--,2604,439,9/12/2015,4697,798,NE,Nebraska,5495
1220,170,229,35,400,63,15,2,16,1,0,0,0,0,0,--,2073,329,9/12/2015,3953,600,NH,New Hampshire,4553
6516,686,1039,114,2278,245,77,11,36,4,3,0,0,0,0,--,12060,1318,9/12/2015,22009,2378,NJ,New Jersey,24387
837,233,135,45,311,85,10,0,5,0,0,0,0,0,0,--,1665,456,9/12/2015,2963,819,NM,New Mexico,3782
11372,904,1967,156,4052,298,119,9,54,6,2,0,0,0,0,--,21843,1572,9/12/2015,39409,2945,NY,New York,42354
4168,1470,659,269,1396,503,37,13,14,8,1,1,0,0,0,--,7841,2744,9/12/2015,14116,5008,NC,North Carolina,19124
257,282,36,35,78,71,6,2,2,2,0,0,0,0,0,--,496,507,9/12/2015,875,899,ND,North Dakota,1774
3713,929,614,162,1173,328,33,5,24,6,0,0,0,0,0,--,7022,1708,9/12/2015,12579,3138,OH,Ohio,15717
961,707,141,107,329,275,7,3,7,2,0,0,0,0,0,--,1844,1462,9/12/2015,3289,2556,OK,Oklahoma,5845
1429,344,247,59,485,124,11,6,7,3,0,0,0,0,0,--,2760,729,9/12/2015,4939,1265,OR,Oregon,6204
7915,2127,1269,410,2597,852,90,20,47,11,1,0,0,0,0,--,15028,4126,9/12/2015,26947,7546,PA,Pennsylvania,34493
594,3864,111,643,209,1258,4,38,2,19,0,2,0,0,0,--,1143,7223,9/12/2015,2063,13047,PR,Puerto Rico,15110
892,259,203,36,337,94,13,0,9,1,0,0,0,0,0,--,1744,486,9/12/2015,3198,876,RI,Rhode Island,4074
1847,1178,302,219,625,427,18,12,11,11,0,0,0,0,0,--,3415,2347,9/12/2015,6218,4194,SC,South Carolina,10412
418,114,67,20,139,38,6,1,5,1,0,0,0,0,0,--,797,232,9/12/2015,1432,406,SD,South Dakota,1838
2493,1040,361,157,857,399,31,10,15,7,0,0,0,0,0,--,4785,2001,9/12/2015,8542,3614,TN,Tennessee,12156
7119,2572,1139,424,2439,893,68,26,39,10,2,0,0,0,0,--,13538,4650,9/12/2015,24344,8575,TX,Texas,32919
190,125,29,26,66,56,1,1,2,0,0,0,0,0,0,--,330,217,9/12/2015,618,425,VT,Vermont,1043
38,50,5,9,11,23,1,1,0,0,0,0,0,0,0,--,55,124,9/12/2015,110,207,VI,Virgin Islands,317
3239,638,537,133,1118,226,27,3,28,3,0,0,0,0,0,--,6225,1165,9/12/2015,11174,2168,VA,Virginia,13342
1829,247,310,52,630,96,15,3,13,0,1,0,0,0,0,--,3445,449,9/12/2015,6243,847,WA,Washington,7090
1239,207,210,30,430,88,8,2,12,4,0,0,0,0,0,--,2268,383,9/12/2015,4167,714,WV,West Virginia,4881
2779,472,475,85,891,174,27,10,16,3,0,0,0,0,0,--,5205,867,9/12/2015,9393,1611,WI,Wisconsin,11004
219,115,36,24,71,42,3,4,1,0,0,0,0,0,0,--,421,238,9/12/2015,751,423,WY,Wyoming,1174
2920,297,404,46,843,93,24,3,18,2,0,0,0,0,0,--,6632,847,9/9/2015,10841,1288,AZ,Arizona,12129
499,326,53,53,115,96,6,4,3,0,0,0,0,0,0,--,1024,751,9/9/2015,1700,1230,AR,Arkansas,2930
14291,0,2084,0,3887,0,97,0,67,0,5,0,0,0,0,--,32591,0,9/9/2015,53022,0,CA,California,53022
1376,1003,215,159,416,270,12,10,5,5,0,0,0,0,0,--,2970,2246,9/9/2015,4994,3693,CO,Colorado,8687
1610,639,242,104,465,159,13,4,13,4,1,1,0,0,0,--,3735,1563,9/9/2015,6079,2474,CT,Connecticut,8553
664,72,92,13,126,20,5,1,2,0,0,0,0,0,0,--,1363,234,9/9/2015,2252,340,DE,Delaware,2592
297,61,43,9,92,12,2,1,1,1,0,0,0,0,0,--,729,129,9/9/2015,1164,213,DC,Dist. of Columbia,1377
9884,2634,1454,367,2644,662,94,24,61,11,1,0,0,0,0,--,23135,6350,9/9/2015,37273,10048,FL,Florida,47321
3752,398,600,65,1060,116,23,1,10,2,1,0,1,0,0,--,8457,1032,9/9/2015,13904,1614,GA,Georgia,15518
914,187,112,29,247,49,7,1,5,0,0,0,0,0,0,--,2009,453,9/9/2015,3294,719,ID,Idaho,4013
4055,680,612,95,1157,163,29,6,25,6,0,0,0,0,0,--,9026,1485,9/9/2015,14904,2435,IL,Illinois,17339
2394,496,327,89,663,121,12,4,10,3,1,0,0,0,0,--,5112,1082,9/9/2015,8519,1795,IN,Indiana,10314
1188,426,191,69,363,119,10,1,13,2,0,0,0,0,0,--,2825,949,9/9/2015,4590,1566,IA,Iowa,6156
1180,125,162,18,309,32,6,1,3,2,0,0,0,0,0,--,2544,321,9/9/2015,4204,499,KS,Kansas,4703
1915,277,294,42,569,83,14,1,7,0,0,0,0,0,0,--,4500,681,9/9/2015,7299,1084,KY,Kentucky,8383
2200,613,348,103,645,175,21,4,18,2,0,0,0,0,0,--,4943,1455,9/9/2015,8175,2352,LA,Louisiana,10527
296,213,47,39,95,67,4,2,0,2,0,0,0,0,0,--,725,593,9/9/2015,1167,916,ME,Maine,2083
2661,366,397,49,730,96,20,6,15,0,2,1,0,0,0,--,5856,910,9/9/2015,9681,1428,MD,Maryland,11109
3493,349,503,47,931,89,30,1,18,2,2,0,0,0,0,--,8082,962,9/9/2015,13059,1450,MA,Massachusetts,14509
3289,378,473,50,890,86,33,6,16,5,1,0,0,0,0,--,7584,949,9/9/2015,12286,1474,MI,Michigan,13760
2217,155,342,27,667,43,17,1,15,1,0,0,0,0,0,--,5070,420,9/9/2015,8328,647,MN,Minnesota,8975
3123,227,501,29,954,56,34,1,19,0,0,0,0,0,0,--,7190,531,9/9/2015,11821,844,MO,Missouri,12665
242,127,57,16,65,40,1,2,1,0,0,0,0,0,0,--,583,324,9/9/2015,949,509,MT,Montana,1458
1127,183,161,26,296,55,6,1,5,2,1,0,0,0,0,--,2520,450,9/9/2015,4116,717,NE,Nebraska,4833
821,110,123,19,249,35,11,1,4,0,0,0,0,0,0,--,2014,310,9/9/2015,3222,475,NH,New Hampshire,3697
5391,558,829,97,1511,165,38,6,25,1,2,0,0,0,0,--,12679,1439,9/9/2015,20475,2266,NJ,New Jersey,22741
727,231,112,27,199,44,6,0,4,2,0,0,0,0,0,--,1589,496,9/9/2015,2637,800,NM,New Mexico,3437
9826,743,1517,120,2780,193,82,6,55,6,0,0,1,0,0,--,22435,1856,9/9/2015,36696,2924,NY,New York,39620
3302,1217,493,163,819,293,35,5,13,4,1,0,0,0,0,--,7623,2859,9/9/2015,12286,4541,NC,North Carolina,16827
234,224,36,33,87,66,0,4,0,0,0,0,0,0,0,--,430,454,9/9/2015,787,781,ND,North Dakota,1568
3014,812,446,125,898,222,25,6,24,6,0,0,0,0,0,--,6770,1836,9/9/2015,11177,3007,OH,Ohio,14184
762,633,132,107,223,188,11,3,4,4,0,0,1,0,0,--,1851,1406,9/9/2015,2984,2341,OK,Oklahoma,5325
1196,354,162,41,307,92,9,1,11,0,0,0,0,0,0,--,2636,672,9/9/2015,4321,1160,OR,Oregon,5481
6165,1667,926,248,1712,486,62,16,33,12,2,0,0,0,0,--,13909,4058,9/9/2015,22809,6487,PA,Pennsylvania,29296
424,2505,47,362,127,712,2,16,1,16,0,0,0,0,0,--,909,5610,9/9/2015,1510,9221,PR,Puerto Rico,10731
708,198,72,32,194,47,4,1,4,1,0,0,0,0,0,--,1649,517,9/9/2015,2631,796,RI,Rhode Island,3427
1444,963,220,144,453,291,18,10,11,5,1,0,0,0,0,--,3291,2261,9/9/2015,5438,3674,SC,South Carolina,9112
371,87,59,18,84,34,2,3,2,0,0,0,0,0,0,--,805,227,9/9/2015,1323,369,SD,South Dakota,1692
2093,911,294,107,640,258,13,4,14,4,0,1,0,0,0,--,4541,1883,9/9/2015,7595,3168,TN,Tennessee,10763
5700,2065,874,299,1632,579,45,18,28,16,0,2,0,1,0,--,12701,4689,9/9/2015,20980,7669,TX,Texas,28649
152,97,28,10,39,37,3,4,1,1,0,0,0,0,0,--,363,202,9/9/2015,586,351,VT,Vermont,937
20,44,1,12,9,13,0,2,0,0,0,0,0,0,0,--,48,111,9/9/2015,78,182,VI,Virgin Islands,260
2704,510,395,80,788,156,22,5,14,6,0,0,0,0,0,--,6331,1196,9/9/2015,10254,1953,VA,Virginia,12207
1689,239,253,32,504,73,19,2,10,0,0,0,0,0,0,--,3570,526,9/9/2015,6045,872,WA,Washington,6917
923,182,136,26,267,50,9,0,6,0,0,0,0,0,0,--,2128,414,9/9/2015,3469,672,WV,West Virginia,4141
2205,401,325,56,642,99,13,3,9,0,2,0,0,0,0,--,4899,841,9/9/2015,8095,1400,WI,Wisconsin,9495
189,122,27,16,54,27,0,0,0,1,0,0,0,0,0,--,468,278,9/9/2015,738,444,WY,Wyoming,1182
3357,371,533,57,1088,144,18,2,20,0,1,1,0,0,0,--,6407,736,9/5/2015,11424,1311,AZ,Arizona,12735
573,438,100,61,178,141,2,8,5,3,1,1,0,0,0,--,1065,815,9/5/2015,1924,1467,AR,Arkansas,3391
14665,0,2228,0,4723,0,143,0,85,0,5,0,0,0,0,--,28066,0,9/5/2015,49915,0,CA,California,49915
1533,1203,234,200,471,403,15,10,12,11,0,0,0,0,0,--,2932,2387,9/5/2015,5197,4214,CO,Colorado,9411
1927,774,290,128,629,255,14,6,14,3,0,0,0,0,0,--,3626,1526,9/5/2015,6500,2692,CT,Connecticut,9192
813,122,116,18,255,38,8,1,3,2,0,0,0,0,0,--,1464,253,9/5/2015,2659,434,DE,Delaware,3093
321,67,51,11,112,15,4,2,2,0,0,0,0,0,0,--,663,110,9/5/2015,1153,205,DC,Dist. of Columbia,1358
12439,3428,2015,550,3816,1100,119,19,76,31,0,0,0,0,0,--,23834,6432,9/5/2015,42299,11560,FL,Florida,53859
4026,441,670,73,1310,140,30,6,21,1,0,0,0,0,0,--,7870,884,9/5/2015,13927,1545,GA,Georgia,15472
899,210,156,35,312,77,7,2,4,0,1,0,0,0,0,--,1787,410,9/5/2015,3166,734,ID,Idaho,3900
4163,708,687,97,1353,229,38,7,29,2,0,0,0,0,0,--,8190,1273,9/5/2015,14460,2316,IL,Illinois,16776
3002,673,458,85,950,226,18,8,14,7,2,2,0,0,0,--,5696,1228,9/5/2015,10140,2229,IN,Indiana,12369
1426,561,213,79,465,152,12,4,11,2,1,0,0,0,0,--,2800,1109,9/5/2015,4928,1907,IA,Iowa,6835
1266,164,187,39,424,53,9,0,4,4,0,0,0,0,0,--,2599,327,9/5/2015,4489,587,KS,Kansas,5076
2232,354,342,44,804,119,17,3,24,2,0,0,0,1,0,--,4461,633,9/5/2015,7880,1156,KY,Kentucky,9036
2704,708,432,110,829,229,18,10,15,2,1,0,0,0,0,--,4990,1410,9/5/2015,8989,2469,LA,Louisiana,11458
409,327,65,46,125,95,3,5,2,4,0,0,0,0,0,--,795,669,9/5/2015,1399,1146,ME,Maine,2545
3177,475,489,73,961,143,36,5,14,2,0,0,0,0,0,--,5988,879,9/5/2015,10665,1577,MD,Maryland,12242
3501,442,609,68,1188,150,29,11,16,1,1,1,0,0,0,--,6704,784,9/5/2015,12048,1457,MA,Massachusetts,13505
3556,405,593,77,1165,135,37,8,21,0,2,0,0,0,0,--,7104,799,9/5/2015,12478,1424,MI,Michigan,13902
2522,194,435,36,788,77,25,3,16,0,0,0,0,0,0,--,4874,403,9/5/2015,8660,713,MN,Minnesota,9373
3720,301,586,39,1153,90,42,1,24,0,0,0,1,0,0,--,7131,542,9/5/2015,12657,973,MO,Missouri,13630
289,150,45,34,94,46,1,1,3,1,0,0,0,0,0,--,555,314,9/5/2015,987,546,MT,Montana,1533
1269,216,197,33,399,67,10,3,5,3,1,0,0,0,0,--,2411,408,9/5/2015,4292,730,NE,Nebraska,5022
1063,158,169,34,337,52,14,1,8,2,0,0,0,0,0,--,2096,366,9/5/2015,3687,613,NH,New Hampshire,4300
5730,725,885,94,1857,246,55,9,26,5,2,0,0,0,0,--,11041,1217,9/5/2015,19596,2296,NJ,New Jersey,21892
787,258,122,37,234,78,11,6,4,2,0,0,0,0,0,--,1585,462,9/5/2015,2743,843,NM,New Mexico,3586
10091,852,1631,130,3265,286,97,5,64,8,1,1,0,0,0,--,19762,1572,9/5/2015,34911,2854,NY,New York,37765
3945,1592,644,256,1241,490,33,12,22,6,0,0,0,0,0,--,7713,2830,9/5/2015,13598,5186,NC,North Carolina,18784
214,200,29,28,69,68,2,1,1,1,0,0,0,1,0,--,418,341,9/5/2015,733,640,ND,North Dakota,1373
3198,899,519,145,1049,299,26,10,15,4,1,0,0,0,0,--,6526,1759,9/5/2015,11334,3116,OH,Ohio,14450
898,810,162,121,269,231,12,11,6,5,0,0,0,0,0,--,1839,1457,9/5/2015,3186,2635,OK,Oklahoma,5821
1224,331,212,55,369,109,15,2,6,2,1,0,0,0,0,--,2408,657,9/5/2015,4235,1156,OR,Oregon,5391
7193,2077,1185,311,2294,649,69,24,52,14,0,0,0,0,0,--,13834,4076,9/5/2015,24627,7151,PA,Pennsylvania,31778
584,3690,101,650,170,1093,9,36,4,19,0,2,0,0,0,--,1263,6859,9/5/2015,2131,12349,PR,Puerto Rico,14480
870,242,128,37,306,87,6,1,1,2,0,0,0,0,0,--,1556,449,9/5/2015,2867,818,RI,Rhode Island,3685
1786,1263,267,224,556,411,15,9,10,4,0,1,0,0,0,--,3383,2460,9/5/2015,6017,4372,SC,South Carolina,10389
410,128,47,19,124,43,2,1,6,0,0,0,0,0,0,--,753,233,9/5/2015,1342,424,SD,South Dakota,1766
2468,1088,395,183,766,337,36,11,17,9,1,0,0,0,0,--,4871,2039,9/5/2015,8554,3667,TN,Tennessee,12221
6594,2446,1049,376,1995,747,57,24,25,8,1,0,0,0,0,--,12654,4625,9/5/2015,22375,8226,TX,Texas,30601
191,129,33,17,60,44,1,3,1,0,0,0,0,0,0,--,367,262,9/5/2015,653,455,VT,Vermont,1108
26,82,6,11,9,17,0,0,0,0,0,0,0,0,0,--,35,114,9/5/2015,76,224,VI,Virgin Islands,300
3186,625,485,95,987,225,30,7,18,6,1,0,0,0,0,--,6176,1245,9/5/2015,10883,2203,VA,Virginia,13086
1665,228,266,34,544,86,15,0,16,1,1,0,0,0,0,--,3278,456,9/5/2015,5785,805,WA,Washington,6590
1079,241,183,29,380,72,10,3,7,1,0,0,0,0,0,--,2086,393,9/5/2015,3745,739,WV,West Virginia,4484
2676,463,420,74,838,153,24,4,13,6,0,0,0,0,0,--,5124,871,9/5/2015,9095,1571,WI,Wisconsin,10666
210,132,35,13,68,36,3,0,3,1,0,0,0,0,0,--,424,226,9/5/2015,743,408,WY,Wyoming,1151
2754,287,425,38,817,78,28,4,16,0,1,0,0,0,0,--,5637,655,9/2/2015,9678,1062,AZ,Arizona,10740
417,351,67,56,126,81,3,3,4,4,0,0,0,0,0,--,897,673,9/2/2015,1514,1168,AR,Arkansas,2682
13382,0,2119,0,3905,0,141,0,60,0,3,0,0,0,0,--,27250,0,9/2/2015,46860,0,CA,California,46860
1293,1015,197,150,377,324,9,7,5,3,1,0,0,0,0,--,2596,2073,9/2/2015,4478,3572,CO,Colorado,8050
1519,638,233,102,451,188,12,3,7,1,0,0,0,0,0,--,3101,1322,9/2/2015,5323,2254,CT,Connecticut,7577
606,104,105,16,181,31,9,1,3,0,0,0,0,0,0,--,1175,239,9/2/2015,2079,391,DE,Delaware,2470
296,64,39,9,77,18,3,0,0,1,0,0,0,0,0,--,598,98,9/2/2015,1013,190,DC,Dist. of Columbia,1203
8836,2442,1336,404,2589,732,61,21,49,13,0,0,2,0,0,--,18026,4971,9/2/2015,30899,8583,FL,Florida,39482
3270,363,489,57,1062,109,38,3,14,5,0,0,0,0,0,--,6784,767,9/2/2015,11657,1304,GA,Georgia,12961
798,190,122,17,221,56,8,5,5,0,0,0,0,0,0,--,1664,387,9/2/2015,2818,655,ID,Idaho,3473
3803,652,559,77,1203,190,35,6,18,2,0,0,0,0,0,--,7879,1406,9/2/2015,13497,2333,IL,Illinois,15830
2161,515,341,83,651,139,19,3,12,2,0,0,0,0,0,--,4394,998,9/2/2015,7578,1740,IN,Indiana,9318
1140,410,168,58,361,131,9,2,10,2,0,0,0,0,0,--,2518,882,9/2/2015,4206,1485,IA,Iowa,5691
1062,125,168,22,334,40,12,1,13,3,0,0,1,0,0,--,2106,266,9/2/2015,3696,457,KS,Kansas,4153
1846,257,286,38,566,91,8,5,11,4,1,0,0,0,0,--,3871,584,9/2/2015,6589,979,KY,Kentucky,7568
1992,576,285,81,646,177,10,8,9,4,0,0,0,0,0,--,4335,1155,9/2/2015,7277,2001,LA,Louisiana,9278
289,239,46,41,88,83,2,1,4,1,0,0,0,0,0,--,619,514,9/2/2015,1048,879,ME,Maine,1927
2455,313,375,44,769,96,20,0,17,2,0,0,0,0,0,--,5060,694,9/2/2015,8696,1149,MD,Maryland,9845
2704,302,421,39,898,92,25,3,27,3,3,0,0,0,0,--,5532,637,9/2/2015,9610,1076,MA,Massachusetts,10686
3026,317,482,44,947,112,31,1,18,1,1,0,0,0,0,--,6087,663,9/2/2015,10592,1138,MI,Michigan,11730
2055,175,303,19,659,48,22,1,17,0,0,0,0,0,0,--,4236,304,9/2/2015,7292,547,MN,Minnesota,7839
2964,224,446,36,893,55,24,2,15,0,1,0,0,0,0,--,6104,440,9/2/2015,10447,757,MO,Missouri,11204
252,123,39,14,74,34,0,0,0,0,1,0,0,0,0,--,542,291,9/2/2015,908,462,MT,Montana,1370
1032,182,163,21,271,56,8,0,7,0,0,0,0,0,0,--,2205,363,9/2/2015,3686,622,NE,Nebraska,4308
764,129,124,22,247,34,13,0,5,1,0,0,0,0,0,--,1709,266,9/2/2015,2862,452,NH,New Hampshire,3314
5001,514,769,86,1518,167,41,6,19,6,0,0,0,0,0,--,10236,1163,9/2/2015,17584,1942,NJ,New Jersey,19526
670,198,107,24,212,57,10,0,1,2,1,0,0,0,0,--,1367,441,9/2/2015,2368,722,NM,New Mexico,3090
9056,713,1351,86,2691,223,82,11,48,4,1,0,0,0,0,--,18434,1389,9/2/2015,31663,2426,NY,New York,34089
2816,1129,484,157,913,306,34,18,15,5,0,0,0,0,0,--,6072,2260,9/2/2015,10334,3875,NC,North Carolina,14209
157,158,35,24,46,56,0,0,4,0,0,0,0,0,0,--,355,374,9/2/2015,597,612,ND,North Dakota,1209
2619,764,396,92,786,220,27,6,11,6,0,0,0,0,0,--,5516,1461,9/2/2015,9355,2549,OH,Ohio,11904
743,594,117,89,232,181,6,12,8,4,1,0,0,0,0,--,1610,1229,9/2/2015,2717,2109,OK,Oklahoma,4826
1049,284,150,51,326,84,11,2,7,2,0,0,0,0,0,--,2156,564,9/2/2015,3699,987,OR,Oregon,4686
5625,1716,906,261,1731,452,37,12,29,4,0,0,0,0,0,--,11769,3350,9/2/2015,20097,5795,PA,Pennsylvania,25892
400,2548,66,373,131,785,6,25,0,13,1,0,0,0,0,--,889,5217,9/2/2015,1493,8961,PR,Puerto Rico,10454
589,190,107,18,180,43,6,3,2,2,0,0,0,0,0,--,1251,323,9/2/2015,2135,579,RI,Rhode Island,2714
1382,990,227,154,394,293,16,12,8,7,0,0,0,0,0,--,2743,1912,9/2/2015,4770,3368,SC,South Carolina,8138
312,104,53,12,93,33,7,1,2,1,1,0,0,0,0,--,666,188,9/2/2015,1134,339,SD,South Dakota,1473
1917,763,275,127,547,232,16,10,13,6,0,0,0,0,0,--,3797,1657,9/2/2015,6565,2795,TN,Tennessee,9360
5287,1950,822,272,1574,587,40,17,31,9,0,0,0,0,0,--,10663,3800,9/2/2015,18417,6635,TX,Texas,25052
