1_PB PB,1_PB PP,2_PB PB,2_PB PP,3 PB,3 PP,3_PB PB,3_PB PP,4 PB,4 PP,4_PB PB,4_PB PP,5 PB,5 PP,5_PB PB,5_PB PP,PB_Only PB,PB_Only PP,date,pb_winners,pp_winners,state_abbr,states,total_winners
1314,984,197,162,370,269,7,4,9,7,0,0,0,0,0,--,2570,1899,6/23/2012,4467,3325,CO,Colorado,7792
1688,661,255,96,468,163,14,4,12,3,0,0,0,0,1,--,3364,1224,6/23/2012,5802,2151,CT,Connecticut,7953
633,80,109,19,185,24,6,1,2,2,0,0,0,0,0,--,1348,192,6/23/2012,2283,318,DE,Delaware,2601
384,82,59,8,124,17,1,1,1,0,1,0,0,0,0,--,847,145,6/23/2012,1417,253,DC,Dist. of Columbia,1670
13152,3246,1973,455,3913,955,109,24,58,23,2,0,0,0,0,--,26071,6514,6/23/2012,45278,11217,FL,Florida,56495
3289,333,526,45,856,114,29,2,23,0,0,0,0,0,0,--,6533,699,6/23/2012,11256,1193,GA,Georgia,12449
975,190,157,28,291,45,7,1,4,0,0,0,0,0,0,--,2013,373,6/23/2012,3447,637,ID,Idaho,4084
3709,541,554,73,1053,173,29,2,14,2,1,0,0,0,0,--,7495,1179,6/23/2012,12855,1970,IL,Illinois,14825
2796,729,393,140,813,196,25,4,10,7,1,0,0,0,0,--,5562,1361,6/23/2012,9600,2437,IN,Indiana,12037
1472,448,249,76,380,124,14,4,8,3,0,0,0,0,0,--,2706,894,6/23/2012,4829,1549,IA,Iowa,6378
1246,131,205,23,310,31,15,1,6,1,0,0,0,0,0,--,2472,288,6/23/2012,4254,475,KS,Kansas,4729
2627,321,376,41,744,97,22,4,10,1,1,0,0,0,0,--,5150,644,6/23/2012,8930,1108,KY,Kentucky,10038
2746,641,381,92,757,147,23,7,14,1,0,0,0,0,0,--,5337,1265,6/23/2012,9258,2153,LA,Louisiana,11411
511,393,82,55,125,105,1,2,2,2,0,0,0,0,0,--,1052,714,6/23/2012,1773,1271,ME,Maine,3044
2461,307,391,43,719,71,18,1,9,1,0,0,0,0,0,--,5168,570,6/23/2012,8766,993,MD,Maryland,9759
2218,308,295,43,605,77,12,0,16,2,0,0,0,0,0,--,4421,542,6/23/2012,7567,972,MA,Massachusetts,8539
2953,388,469,49,793,92,19,3,11,1,1,0,0,0,0,--,5890,770,6/23/2012,10136,1303,MI,Michigan,11439
2228,176,325,20,685,56,18,1,14,3,0,0,0,0,0,--,4469,360,6/23/2012,7739,616,MN,Minnesota,8355
2977,254,460,30,883,90,23,2,17,0,1,0,0,0,0,--,6054,496,6/23/2012,10415,872,MO,Missouri,11287
377,155,54,18,119,41,2,1,2,3,0,0,0,0,0,--,754,306,6/23/2012,1308,524,MT,Montana,1832
1083,172,175,32,303,31,5,0,4,0,0,0,0,0,0,--,2149,326,6/23/2012,3719,561,NE,Nebraska,4280
1087,169,147,17,288,32,5,1,4,0,0,0,0,0,0,--,2010,296,6/23/2012,3541,515,NH,New Hampshire,4056
4726,611,701,85,1266,155,39,8,18,4,0,0,0,0,0,--,9423,1287,6/23/2012,16173,2150,NJ,New Jersey,18323
772,170,103,32,233,47,1,4,5,0,0,0,0,0,0,--,1659,392,6/23/2012,2773,645,NM,New Mexico,3418
8325,603,1342,94,2327,172,68,4,39,1,3,0,0,0,0,--,16679,1284,6/23/2012,28783,2158,NY,New York,30941
3051,1319,485,211,904,348,22,8,16,5,0,1,0,0,0,--,6190,2582,6/23/2012,10668,4474,NC,North Carolina,15142
155,125,23,12,50,50,2,3,0,1,0,0,0,0,0,--,342,282,6/23/2012,572,473,ND,North Dakota,1045
2596,750,353,117,705,205,20,2,13,1,0,0,0,0,0,--,4941,1413,6/23/2012,8628,2488,OH,Ohio,11116
817,609,141,93,244,186,5,1,4,5,0,0,0,0,0,--,1698,1175,6/23/2012,2909,2069,OK,Oklahoma,4978
900,280,141,34,277,69,6,2,4,0,1,0,0,0,0,--,1941,524,6/23/2012,3270,909,OR,Oregon,4179
5921,1687,910,278,1745,451,55,16,45,3,0,0,0,0,0,--,11994,3482,6/23/2012,20670,5917,PA,Pennsylvania,26587
919,184,138,31,212,50,6,1,2,0,0,0,0,0,0,--,1812,373,6/23/2012,3089,639,RI,Rhode Island,3728
1587,1120,249,178,499,335,11,14,9,5,0,0,0,0,0,--,3114,2284,6/23/2012,5469,3936,SC,South Carolina,9405
412,106,56,11,120,32,4,0,2,0,0,0,0,0,0,--,878,218,6/23/2012,1472,367,SD,South Dakota,1839
2293,824,301,117,706,241,19,10,9,5,0,0,0,0,0,--,4511,1738,6/23/2012,7839,2935,TN,Tennessee,10774
4521,1613,649,250,1304,444,41,13,27,7,1,0,0,0,0,--,8735,3153,6/23/2012,15278,5480,TX,Texas,20758
210,136,25,14,42,27,3,0,0,1,0,0,0,0,0,--,410,236,6/23/2012,690,414,VT,Vermont,1104
28,43,8,9,12,11,0,2,0,0,0,0,0,0,0,--,64,120,6/23/2012,112,185,VI,Virgin Islands,297
2478,462,380,84,685,122,22,3,12,2,0,0,0,0,0,--,4762,888,6/23/2012,8339,1561,VA,Virginia,9900
1238,102,170,22,398,38,11,2,11,0,0,0,0,0,0,--,2344,252,6/23/2012,4172,416,WA,Washington,4588
1188,143,184,18,296,38,12,0,8,1,0,0,0,0,0,--,2201,296,6/23/2012,3889,496,WV,West Virginia,4385
2291,394,332,66,642,99,14,3,23,4,0,0,0,0,0,--,4587,789,6/23/2012,7889,1355,WI,Wisconsin,9244
2665,325,418,48,885,114,25,2,20,2,0,0,0,0,0,--,5568,615,6/20/2012,9581,1106,AZ,Arizona,10687
551,384,87,65,143,125,4,5,7,3,1,0,0,0,0,--,1088,743,6/20/2012,1881,1325,AR,Arkansas,3206
1052,831,163,119,347,276,10,10,2,4,0,0,0,0,0,--,2211,1654,6/20/2012,3785,2894,CO,Colorado,6679
1475,563,201,76,429,157,16,4,9,2,0,0,0,0,0,--,2750,1036,6/20/2012,4880,1838,CT,Connecticut,6718
566,78,90,12,191,21,3,0,5,1,2,0,0,0,0,--,1204,148,6/20/2012,2061,260,DE,Delaware,2321
418,63,63,11,107,15,2,0,2,0,0,0,0,0,0,--,805,150,6/20/2012,1397,239,DC,Dist. of Columbia,1636
11122,2787,1689,443,3434,884,100,34,55,20,1,0,0,0,0,--,22537,5806,6/20/2012,38938,9974,FL,Florida,48912
3004,339,442,34,821,110,27,5,9,0,0,0,0,0,0,--,5905,596,6/20/2012,10208,1084,GA,Georgia,11292
972,233,151,30,315,64,10,5,6,3,0,0,1,0,0,--,1957,413,6/20/2012,3412,748,ID,Idaho,4160
3324,475,514,100,979,169,20,4,13,5,1,1,0,0,0,--,6703,1011,6/20/2012,11554,1765,IL,Illinois,13319
2040,549,310,94,573,190,14,2,9,6,0,1,0,0,0,--,4165,1190,6/20/2012,7111,2032,IN,Indiana,9143
1185,330,190,64,317,106,11,7,8,3,0,0,0,0,0,--,2330,743,6/20/2012,4041,1253,IA,Iowa,5294
1022,117,161,16,303,46,14,2,8,0,0,0,0,0,0,--,2001,238,6/20/2012,3509,419,KS,Kansas,3928
2208,266,331,37,648,86,11,1,13,0,2,0,0,0,0,--,4422,566,6/20/2012,7635,956,KY,Kentucky,8591
2246,558,341,75,608,167,23,5,15,5,0,0,0,0,0,--,4399,1105,6/20/2012,7632,1915,LA,Louisiana,9547
408,295,73,43,134,76,4,4,4,2,0,0,0,0,0,--,835,564,6/20/2012,1458,984,ME,Maine,2442
2162,291,328,45,650,83,28,1,11,2,0,0,0,0,0,--,4404,504,6/20/2012,7583,926,MD,Maryland,8509
1799,231,268,31,551,76,11,1,6,1,0,0,0,0,0,--,3499,410,6/20/2012,6134,750,MA,Massachusetts,6884
2513,326,389,56,794,107,29,1,16,4,2,0,0,0,0,--,5198,661,6/20/2012,8941,1155,MI,Michigan,10096
1960,172,276,23,608,53,12,1,10,0,0,0,0,0,0,--,4061,356,6/20/2012,6927,605,MN,Minnesota,7532
2634,239,399,39,829,80,21,3,15,3,1,0,0,0,0,--,5388,454,6/20/2012,9287,818,MO,Missouri,10105
317,176,53,21,93,40,2,0,0,1,0,0,0,0,0,--,727,346,6/20/2012,1192,584,MT,Montana,1776
986,147,155,28,269,47,8,2,7,2,0,0,0,0,0,--,2015,310,6/20/2012,3440,536,NE,Nebraska,3976
762,104,116,15,229,41,7,1,1,0,0,0,0,0,0,--,1532,226,6/20/2012,2647,387,NH,New Hampshire,3034
4480,595,677,92,1250,166,35,9,21,1,1,0,0,0,0,--,9131,1093,6/20/2012,15595,1956,NJ,New Jersey,17551
737,176,135,19,212,56,6,1,7,0,0,0,0,0,0,--,1617,362,6/20/2012,2714,614,NM,New Mexico,3328
8195,663,1268,91,2199,170,56,1,39,4,0,0,0,0,0,--,16232,1277,6/20/2012,27989,2206,NY,New York,30195
2794,1193,380,163,851,335,28,7,16,9,0,1,0,0,0,--,5507,2462,6/20/2012,9576,4170,NC,North Carolina,13746
162,123,25,22,52,35,4,4,0,1,0,0,0,0,0,--,351,265,6/20/2012,594,450,ND,North Dakota,1044
2042,565,350,74,671,165,17,7,17,5,0,0,0,0,0,--,4164,1141,6/20/2012,7261,1957,OH,Ohio,9218
796,603,122,72,212,165,5,4,4,5,0,0,0,0,0,--,1690,1231,6/20/2012,2829,2080,OK,Oklahoma,4909
828,205,130,31,298,74,5,2,3,2,0,0,0,0,0,--,1611,470,6/20/2012,2875,784,OR,Oregon,3659
5109,1618,821,253,1536,440,45,13,19,7,1,0,0,0,0,--,10503,3193,6/20/2012,18034,5524,PA,Pennsylvania,23558
716,135,94,22,211,42,3,0,2,1,0,0,0,0,0,--,1439,315,6/20/2012,2465,515,RI,Rhode Island,2980
1349,940,209,150,386,307,18,9,6,2,0,0,0,0,0,--,2647,1865,6/20/2012,4615,3273,SC,South Carolina,7888
359,94,58,13,126,26,2,1,3,1,0,0,0,0,0,--,789,203,6/20/2012,1337,338,SD,South Dakota,1675
1935,794,309,148,565,234,26,7,8,1,0,0,0,0,0,--,3906,1543,6/20/2012,6749,2727,TN,Tennessee,9476
3826,1410,543,242,1187,503,32,8,39,11,1,0,1,0,0,--,7651,2679,6/20/2012,13280,4853,TX,Texas,18133
153,77,10,12,45,18,0,1,0,3,0,0,0,0,0,--,295,188,6/20/2012,503,299,VT,Vermont,802
30,42,7,5,8,11,0,2,0,0,0,0,0,0,0,--,54,89,6/20/2012,99,149,VI,Virgin Islands,248
2005,382,320,46,619,116,21,2,11,2,0,0,0,0,0,--,4006,776,6/20/2012,6982,1324,VA,Virginia,8306
1190,141,182,19,387,37,11,0,4,1,0,0,0,0,0,--,2456,258,6/20/2012,4230,456,WA,Washington,4686
967,131,149,16,256,43,7,0,7,1,0,0,0,0,0,--,2064,268,6/20/2012,3450,459,WV,West Virginia,3909
2021,380,292,46,598,109,21,1,10,0,1,0,0,0,0,--,4064,692,6/20/2012,7007,1228,WI,Wisconsin,8235
3085,356,551,63,1196,144,41,3,31,3,2,0,1,0,0,--,5935,621,6/16/2012,10842,1190,AZ,Arizona,12032
589,478,96,62,226,184,5,2,8,2,0,0,0,0,0,--,1174,850,6/16/2012,2098,1578,AR,Arkansas,3676
1223,935,202,154,468,394,8,15,11,12,0,1,0,0,0,--,2308,1704,6/16/2012,4220,3215,CO,Colorado,7435
1769,673,332,111,788,341,18,6,20,10,0,0,0,0,0,--,3294,1246,6/16/2012,6221,2387,CT,Connecticut,8608
712,94,131,10,306,50,8,2,5,1,0,0,0,0,0,--,1418,157,6/16/2012,2580,314,DE,Delaware,2894
458,66,79,11,187,31,2,0,3,0,0,0,0,0,0,--,833,120,6/16/2012,1562,228,DC,Dist. of Columbia,1790
13708,3389,2322,606,5506,1447,166,35,102,26,3,0,0,0,0,--,26379,6474,6/16/2012,48186,11977,FL,Florida,60163
3305,342,559,63,1270,137,29,5,21,3,0,0,0,0,0,--,6113,605,6/16/2012,11297,1155,GA,Georgia,12452
994,214,166,30,400,96,8,2,9,1,0,0,0,0,0,--,1854,380,6/16/2012,3431,723,ID,Idaho,4154
3619,490,533,105,1406,252,40,7,34,5,0,0,0,0,0,--,6930,1072,6/16/2012,12562,1931,IL,Illinois,14493
2725,674,489,130,1075,310,27,9,19,6,2,0,0,0,0,--,5011,1200,6/16/2012,9348,2329,IN,Indiana,11677
1285,433,197,63,523,201,15,2,15,4,0,0,0,0,0,--,2407,727,6/16/2012,4442,1430,IA,Iowa,5872
1184,133,216,18,462,65,9,2,6,0,0,0,0,0,0,--,2243,226,6/16/2012,4120,444,KS,Kansas,4564
2538,320,425,54,961,139,29,4,16,4,0,1,0,0,0,--,4901,575,6/16/2012,8870,1097,KY,Kentucky,9967
2661,674,443,120,1043,277,26,9,19,5,1,0,0,0,0,--,4904,1107,6/16/2012,9097,2192,LA,Louisiana,11289
458,329,75,69,166,144,6,2,8,3,1,0,0,0,0,--,792,562,6/16/2012,1506,1109,ME,Maine,2615
2664,310,448,50,1035,134,41,1,17,0,0,0,0,0,0,--,5038,607,6/16/2012,9243,1102,MD,Maryland,10345
2319,273,384,54,1048,165,33,0,17,5,0,0,0,0,0,--,4086,461,6/16/2012,7887,958,MA,Massachusetts,8845
3077,380,537,62,1285,195,38,4,21,1,0,0,0,0,0,--,5633,693,6/16/2012,10591,1335,MI,Michigan,11926
2214,187,360,35,841,86,39,2,19,3,1,0,0,0,0,--,4169,323,6/16/2012,7643,636,MN,Minnesota,8279
3071,275,534,47,1203,108,36,3,22,2,0,0,0,0,0,--,5670,466,6/16/2012,10536,901,MO,Missouri,11437
371,141,54,27,129,55,4,1,1,0,0,0,0,0,0,--,708,273,6/16/2012,1267,497,MT,Montana,1764
1039,177,189,30,461,71,9,4,8,1,0,0,0,0,0,--,1968,332,6/16/2012,3674,615,NE,Nebraska,4289
1054,132,196,29,438,81,19,1,10,0,0,1,0,0,0,--,1864,276,6/16/2012,3581,520,NH,New Hampshire,4101
4965,608,871,121,2029,306,51,8,49,5,0,0,1,0,0,--,9036,1087,6/16/2012,17002,2135,NJ,New Jersey,19137
849,176,127,27,336,90,14,5,8,3,0,0,0,0,0,--,1514,311,6/16/2012,2848,612,NM,New Mexico,3460
8902,697,1554,100,3604,348,98,8,81,10,3,0,1,0,0,--,16763,1220,6/16/2012,31006,2383,NY,New York,33389
3297,1383,516,210,1266,569,21,22,29,10,1,0,0,0,0,--,6404,2610,6/16/2012,11534,4804,NC,North Carolina,16338
191,177,30,28,55,50,1,3,2,1,0,0,0,0,0,--,351,340,6/16/2012,630,599,ND,North Dakota,1229
2701,742,458,130,1011,314,31,13,18,5,2,0,0,0,0,--,4966,1266,6/16/2012,9187,2470,OH,Ohio,11657
894,672,154,113,331,236,7,5,3,2,0,1,0,0,0,--,1803,1311,6/16/2012,3192,2340,OK,Oklahoma,5532
891,259,138,34,342,111,10,1,3,0,2,0,0,0,0,--,1647,432,6/16/2012,3033,837,OR,Oregon,3870
5960,1681,1017,262,2445,835,66,24,59,14,2,0,0,1,0,--,11264,3177,6/16/2012,20813,5994,PA,Pennsylvania,26807
947,213,170,33,398,80,8,2,13,1,2,0,0,0,0,--,1673,302,6/16/2012,3211,631,RI,Rhode Island,3842
1615,1197,265,187,664,513,16,10,18,15,1,0,0,0,0,--,3126,2207,6/16/2012,5705,4129,SC,South Carolina,9834
418,103,64,23,153,29,6,1,8,0,0,0,0,0,0,--,806,173,6/16/2012,1455,329,SD,South Dakota,1784
2401,927,423,156,951,343,17,14,18,10,1,0,0,0,0,--,4505,1603,6/16/2012,8316,3053,TN,Tennessee,11369
4538,1597,720,281,1654,614,51,14,37,5,0,1,0,0,0,--,8621,3068,6/16/2012,15621,5580,TX,Texas,21201
187,109,35,26,76,44,0,0,1,3,0,0,0,0,0,--,371,223,6/16/2012,670,405,VT,Vermont,1075
28,51,9,5,16,20,0,0,1,0,0,0,0,0,0,--,56,101,6/16/2012,110,177,VI,Virgin Islands,287
2406,457,428,73,990,200,30,5,17,4,0,0,0,0,0,--,4600,822,6/16/2012,8471,1561,VA,Virginia,10032
1134,134,187,24,412,61,11,2,6,1,0,0,0,0,0,--,2261,249,6/16/2012,4011,471,WA,Washington,4482
1286,158,184,18,497,68,9,3,7,3,0,0,0,0,0,--,2300,284,6/16/2012,4283,534,WV,West Virginia,4817
2366,469,428,77,895,205,30,5,20,8,2,0,0,0,0,--,4293,735,6/16/2012,8034,1499,WI,Wisconsin,9533
6602,542,1065,87,2177,175,64,4,43,0,2,0,0,0,0,--,12804,1011,6/13/2012,22757,1819,AZ,Arizona,24576
1477,913,227,132,439,249,9,10,5,6,1,0,0,0,0,--,2943,1813,6/13/2012,5101,3123,AR,Arkansas,8224
3160,1809,480,273,1003,567,37,11,18,4,0,1,0,0,0,--,6367,3323,6/13/2012,11065,5988,CO,Colorado,17053
4415,1188,730,194,1370,389,44,10,15,5,1,0,0,0,0,--,8584,2282,6/13/2012,15159,4068,CT,Connecticut,19227
1885,183,297,38,598,58,21,1,7,1,0,1,0,0,0,--,3774,374,6/13/2012,6582,656,DE,Delaware,7238
937,147,130,20,290,38,5,1,4,1,0,0,0,0,0,--,1696,208,6/13/2012,3062,415,DC,Dist. of Columbia,3477
38411,7732,6286,1292,11204,2256,361,72,211,42,6,1,3,1,0,--,74480,14913,6/13/2012,130962,26309,FL,Florida,157271
7951,691,1278,99,2575,201,83,3,46,3,2,0,0,0,0,--,15809,1208,6/13/2012,27744,2205,GA,Georgia,29949
1864,325,272,57,580,104,19,4,10,3,0,0,0,0,0,--,3654,582,6/13/2012,6399,1075,ID,Idaho,7474
11230,1121,1743,204,3399,377,121,11,61,10,2,0,0,0,0,--,21950,2258,6/13/2012,38506,3981,IL,Illinois,42487
4992,1051,771,164,1619,326,50,11,41,9,1,0,0,0,0,--,9649,1968,6/13/2012,17123,3529,IN,Indiana,20652
3214,835,524,124,1036,260,24,6,25,5,0,0,0,0,1,--,6307,1474,6/13/2012,11131,2704,IA,Iowa,13835
2199,216,311,35,723,49,16,0,15,1,0,0,0,0,0,--,4314,432,6/13/2012,7578,733,KS,Kansas,8311
5084,487,749,80,1604,147,45,8,25,2,0,0,0,0,0,--,9871,945,6/13/2012,17378,1669,KY,Kentucky,19047
4723,890,709,137,1562,307,53,8,22,3,1,0,0,0,0,--,9459,1709,6/13/2012,16529,3054,LA,Louisiana,19583
711,447,132,68,230,132,5,6,9,5,0,0,0,0,0,--,1371,804,6/13/2012,2458,1462,ME,Maine,3920
6591,611,1014,100,1980,180,52,4,33,4,0,0,0,0,0,--,13377,1101,6/13/2012,23047,2000,MD,Maryland,25047
6260,510,1051,86,2072,166,50,2,51,2,0,0,0,0,0,--,12026,920,6/13/2012,21510,1686,MA,Massachusetts,23196
8484,640,1304,103,2688,217,67,6,49,3,2,0,0,0,0,--,16510,1290,6/13/2012,29104,2259,MI,Michigan,31363
5237,337,833,49,1618,110,44,1,34,2,2,0,0,0,0,--,10395,624,6/13/2012,18163,1123,MN,Minnesota,19286
5975,374,988,48,1984,112,66,3,29,0,1,0,1,0,0,--,12079,716,6/13/2012,21123,1253,MO,Missouri,22376
558,218,87,40,172,68,5,0,1,0,0,0,0,0,0,--,1179,391,6/13/2012,2002,717,MT,Montana,2719
2177,281,361,37,752,88,21,2,15,3,2,0,0,0,0,--,4614,479,6/13/2012,7942,890,NE,Nebraska,8832
2067,235,347,39,657,78,21,1,10,2,1,0,0,0,0,--,3946,425,6/13/2012,7049,780,NH,New Hampshire,7829
16432,1113,2596,199,5326,409,138,8,80,6,5,0,0,0,0,--,31967,2304,6/13/2012,56544,4039,NJ,New Jersey,60583
1761,335,298,55,537,96,14,4,12,2,0,0,0,0,0,--,3570,642,6/13/2012,6192,1134,NM,New Mexico,7326
31247,1432,5107,221,10107,482,292,16,180,6,8,0,1,0,0,--,60634,2839,6/13/2012,107576,4996,NY,New York,112572
7631,2557,1098,363,2230,662,67,28,41,18,1,0,1,0,0,--,14437,4909,6/13/2012,25506,8537,NC,North Carolina,34043
433,268,56,50,145,95,6,1,3,1,0,0,0,0,0,--,786,548,6/13/2012,1429,963,ND,North Dakota,2392
7322,1198,1055,177,2235,362,68,19,36,8,4,0,0,0,0,--,14112,2285,6/13/2012,24832,4049,OH,Ohio,28881
2226,1346,356,208,720,383,26,10,14,6,0,1,0,0,0,--,4456,2477,6/13/2012,7798,4431,OK,Oklahoma,12229
2452,465,373,81,793,163,19,2,19,3,0,0,0,0,0,--,5118,913,6/13/2012,8774,1627,OR,Oregon,10401
21167,4071,3363,628,6274,1204,192,30,133,18,2,0,0,0,0,--,41335,7729,6/13/2012,72466,13680,PA,Pennsylvania,86146
1687,282,257,49,557,78,13,5,14,4,1,0,0,0,0,--,3197,556,6/13/2012,5726,974,RI,Rhode Island,6700
3342,1956,501,321,934,556,22,19,14,13,1,0,0,0,0,--,6415,3711,6/13/2012,11229,6576,SC,South Carolina,17805
935,189,141,37,271,51,5,3,10,1,0,0,0,0,0,--,1756,319,6/13/2012,3118,600,SD,South Dakota,3718
5174,1576,794,253,1447,424,43,13,20,5,0,1,0,0,0,--,9935,3073,6/13/2012,17413,5345,TN,Tennessee,22758
11339,3045,1860,484,3570,982,114,29,61,13,5,0,0,0,0,--,22191,5866,6/13/2012,39140,10419,TX,Texas,49559
318,155,51,21,81,56,3,1,2,0,0,0,0,0,0,--,676,291,6/13/2012,1131,524,VT,Vermont,1655
41,72,14,14,14,25,0,1,0,1,0,0,0,0,0,--,81,150,6/13/2012,150,263,VI,Virgin Islands,413
6152,832,913,135,1803,253,44,9,26,5,0,0,0,0,0,--,11879,1518,6/13/2012,20817,2752,VA,Virginia,23569
3171,226,535,34,1034,70,29,3,15,1,0,0,0,0,0,--,6345,439,6/13/2012,11129,773,WA,Washington,11902
2358,249,350,43,768,61,24,5,9,3,1,0,0,0,0,--,4534,506,6/13/2012,8044,867,WV,West Virginia,8911
4671,616,773,96,1577,211,40,6,31,5,1,1,0,0,0,--,9270,1098,6/13/2012,16363,2033,WI,Wisconsin,18396
5621,469,806,67,1432,110,41,4,28,2,1,0,0,0,0,--,11724,1073,6/9/2012,19653,1725,AZ,Arizona,21378
1227,812,216,119,368,218,10,10,8,4,0,0,0,0,0,--,2674,1592,6/9/2012,4503,2755,AR,Arkansas,7258
2684,1559,445,220,778,464,23,11,16,8,0,1,0,0,0,--,5660,3280,6/9/2012,9606,5543,CO,Colorado,15149
3627,1052,523,145,1009,267,33,5,15,1,1,0,0,0,0,--,7788,2310,6/9/2012,12996,3780,CT,Connecticut,16776
1623,177,217,21,457,39,12,1,11,1,1,0,1,0,0,--,3382,345,6/9/2012,5704,584,DE,Delaware,6288
833,105,114,19,238,30,1,1,0,0,0,0,0,0,0,--,1764,254,6/9/2012,2950,409,DC,Dist. of Columbia,3359
29682,6046,4313,868,8166,1571,241,51,159,27,5,0,0,1,0,--,63673,13223,6/9/2012,106239,21787,FL,Florida,128026
7608,605,1172,95,2129,158,63,2,36,3,2,0,1,0,0,--,15818,1366,6/9/2012,26829,2229,GA,Georgia,29058
1772,284,255,49,483,80,17,4,14,1,0,0,0,0,0,--,3521,591,6/9/2012,6062,1009,ID,Idaho,7071
9346,1073,1414,160,2799,286,66,5,61,4,2,0,0,0,0,--,19592,2188,6/9/2012,33280,3716,IL,Illinois,36996
4870,1013,721,161,1284,225,33,6,30,7,1,0,0,0,0,--,9864,2035,6/9/2012,16803,3447,IN,Indiana,20250
2830,731,393,114,772,204,14,5,13,5,0,0,0,0,0,--,5816,1483,6/9/2012,9838,2542,IA,Iowa,12380
2100,181,325,22,612,57,10,1,13,0,1,0,0,0,0,--,4276,410,6/9/2012,7337,671,KS,Kansas,8008
4543,448,681,50,1258,108,41,4,24,3,0,0,0,0,0,--,9555,1092,6/9/2012,16102,1705,KY,Kentucky,17807
4704,861,649,137,1353,232,29,10,25,5,0,0,0,0,0,--,9719,1935,6/9/2012,16479,3180,LA,Louisiana,19659
690,400,92,58,176,109,3,5,2,4,0,0,0,0,0,--,1455,873,6/9/2012,2418,1449,ME,Maine,3867
5864,495,871,72,1599,134,53,4,34,1,0,0,0,0,0,--,12252,1098,6/9/2012,20673,1804,MD,Maryland,22477
5210,446,795,63,1446,106,46,4,26,3,2,0,0,0,0,--,10957,956,6/9/2012,18482,1578,MA,Massachusetts,20060
7058,613,1082,74,2023,168,54,5,36,2,1,0,0,0,0,--,14776,1312,6/9/2012,25030,2174,MI,Michigan,27204
4797,304,740,45,1366,95,31,2,29,2,1,0,0,0,0,--,10103,652,6/9/2012,17067,1100,MN,Minnesota,18167
5725,383,901,52,1592,92,42,2,26,2,1,0,0,0,0,--,11851,829,6/9/2012,20138,1360,MO,Missouri,21498
537,195,84,36,166,58,1,1,2,4,0,0,0,0,0,--,1195,412,6/9/2012,1985,706,MT,Montana,2691
2148,268,291,37,562,59,33,4,12,0,0,0,0,0,0,--,4263,523,6/9/2012,7309,891,NE,Nebraska,8200
1911,220,271,32,502,61,10,0,19,4,0,0,0,0,0,--,4069,482,6/9/2012,6782,799,NH,New Hampshire,7581
13657,1068,2034,147,3732,310,116,7,71,5,1,1,0,0,0,--,28724,2422,6/9/2012,48335,3960,NJ,New Jersey,52295
1692,261,254,56,443,92,9,1,9,1,0,0,0,0,0,--,3396,629,6/9/2012,5803,1040,NM,New Mexico,6843
26197,1301,3945,193,7208,326,205,11,129,5,3,0,1,0,0,--,55030,2816,6/9/2012,92718,4652,NY,New York,97370
6171,2044,889,274,1617,555,54,14,22,6,1,0,1,0,0,--,12909,4343,6/9/2012,21664,7236,NC,North Carolina,28900
320,268,59,25,116,70,3,5,0,2,0,0,0,0,0,--,735,496,6/9/2012,1233,866,ND,North Dakota,2099
6187,1143,918,185,1681,303,42,12,28,3,1,1,0,0,0,--,12710,2350,6/9/2012,21567,3997,OH,Ohio,25564
1887,1085,305,153,517,315,15,7,13,6,0,0,0,0,0,--,3860,2382,6/9/2012,6597,3948,OK,Oklahoma,10545
2240,424,345,60,608,137,23,4,9,2,0,1,0,0,0,--,4578,925,6/9/2012,7803,1553,OR,Oregon,9356
17152,3414,2596,490,4867,881,135,33,101,19,3,1,0,0,0,--,35556,7332,6/9/2012,60410,12170,PA,Pennsylvania,72580
1530,249,197,44,405,69,5,2,3,4,1,0,0,0,0,--,3119,547,6/9/2012,5260,915,RI,Rhode Island,6175
2985,1799,447,249,810,436,22,22,9,8,1,0,0,0,0,--,6033,3651,6/9/2012,10307,6165,SC,South Carolina,16472
793,157,130,21,205,43,7,0,5,0,0,0,0,0,0,--,1654,284,6/9/2012,2794,505,SD,South Dakota,3299
4396,1341,667,195,1152,350,39,12,18,6,1,0,0,0,0,--,9167,3011,6/9/2012,15440,4915,TN,Tennessee,20355
9910,2750,1471,398,2769,731,86,29,45,20,2,1,0,0,0,--,21019,5901,6/9/2012,35302,9830,TX,Texas,45132
328,168,37,24,89,37,4,1,1,0,0,0,0,0,0,--,712,327,6/9/2012,1171,557,VT,Vermont,1728
49,93,6,15,4,17,1,0,0,1,0,0,0,0,0,--,105,193,6/9/2012,165,319,VI,Virgin Islands,484
5239,739,774,100,1411,179,38,7,20,0,0,0,0,0,0,--,11032,1563,6/9/2012,18514,2588,VA,Virginia,21102
2911,194,399,27,762,66,28,3,21,1,0,0,0,0,0,--,6009,452,6/9/2012,10130,743,WA,Washington,10873
2089,246,321,24,609,72,16,3,14,1,0,0,0,0,0,--,4394,503,6/9/2012,7443,849,WV,West Virginia,8292
4299,595,690,106,1260,165,32,3,21,0,1,0,0,0,0,--,9073,1317,6/9/2012,15376,2186,WI,Wisconsin,17562
4308,415,641,64,1245,120,32,0,30,0,2,0,0,0,0,--,9206,876,6/6/2012,15464,1475,AZ,Arizona,16939
1028,593,154,86,283,165,8,5,5,3,0,0,0,0,0,--,1989,1287,6/6/2012,3467,2139,AR,Arkansas,5606
